,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
508,Vkp97378098,student,,453,71,2384,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
509,nitin2kool,HR Professional | Coaching | Traveller| Social Work | Imagine Trust,"Bengaluru South, India",1407,325,4500,0,Who manages the law and order in Delhi ? Why central govt permitted these previledges to anyone and has govt ordered for the investigation on this matter ? https://t.co/UEby036Fkj,[]
510,karthikkodambav,,"Melbourne, Victoria",55,35,14848,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
511,Immyself_P,welcome to ajay devgn kingdom,"Indiana, USA",803,768,115192,13,"... #Drishyam2 Saturday ( Day 2) Is Targeting a 19-20cr+ Figure ..

Morning Shows Opened With 30-32/:

In Maharashtra Belt Occupancy Is Higher Than Other Belts 
Kolkata/ Delhi 25-26/: ( Morning Shows) 

#AjayDevgn",['Drishyam2']
512,Unishkh57870639,news,,8,0,20,413,"BIG STATEMENT BY ARVIND KEJRIWAL

Delhi CM @ArvindKejriwal provides in Writing

'BJP will get less than 20 seats in Delhi MCD' https://t.co/yvqNIvdXRO",[]
513,rajendarparakh,some good books & winter sunshine 🌞... coffee & gossips ☕..,odisha,628,79,2065,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
514,MozRpf,,,4,0,155,30,"#RPF Delhi Division secured two left behind luggage containing valuable items at Delhi Cantt &amp; Delhi Sarai Rohilla Railway Stations. Later handed over to its rightful owners.
 #OperationAmanat
@RPF_INDIA 
@rpfnr_ https://t.co/pF7CqiKVvM",['RPF']
515,joysenguptaTOI,Assistant Editor with TOI. Views are personal. Retweets are not endorsements.,,2140,509,17443,43,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/klfeCfQ1Dv,['WATCH']
516,Nirajmakwana14,"Devotee Of Mahakal.
#Proud To Be A Hindu.
Idar City Social Media Bjp Worker",,1689,1022,6582,1,"Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal
#VVIP
#AAPExposed https://t.co/mGDumUucej","['VVIP', 'AAPExposed']"
517,Rajendrap1078,"आज़ादी_का_अमृत_मोहोत्सव
Bhartiy, Nationalist, Shishy @rss, @bjp, @modiji, 🚩 for me 
🇮🇳 RashtrSarvPratham 🇮🇳",Bharatvarsh 🇮🇳🙏🇮🇳,4562,3399,207926,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
518,Vkp97378098,student,,453,71,2384,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
519,Js1668333Singh,सैनिक,"sultanpur,india",802,185,6774,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
520,FilterSap,,,10,3,42,0,"Sap Filter Pvt. Ltd.
Visit Us At 
14.D48
29 November - 1 December 2022 
India Expo Centre, Greater Noida, Delhi NCR

#sapfilter #PMEC_India #CPHI_India https://t.co/Xn14yqEVi0","['sapfilter', 'PMEC_India', 'CPHI_India']"
521,mnsiddiqi,,,97,14,6488,1466,"Imran Khan is not in power, he and his party are under attack from all sides, his future appears uncertain; why then Indian Establishment continues to see Imran Khan as Enemy No. 1 from New Delhi's prism? https://t.co/jnEEgad2dU via @YouTube",[]
522,KakaSunilraj,Sunil Raj kaka,,2229,502,15879,18,2:30 AM…. New Delhi to New York…,[]
523,lalit3434,,,377,26,1633,629,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
524,RaBadghare,A Proud Hindu. RTs are Not endorsements,,182,82,49271,398,Mehrauli killing: Delhi court directs police not to use any third degree measures on Aaftab Amin Poonawala,[]
525,Murari_kumawat_,,,1063,979,151800,34,"Why? @ArvindKejriwal will hold a presser flaunting his ‘Delhi Model’, sections of media fattened on Kejri Ad Cash will broadcast it live and headline it glowingly in papers. SOP, no? https://t.co/g9VqD7pCh8",[]
526,dineshkumartal,"CCDS, IBHRE, AP Health Care, (🚩🚩 Aware Hindu 🚩🚩)","New Delhi, India",384,491,8425,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
527,Adijaihc,भारतीय🇮🇳। सनातनी। राष्ट्र हित सर्वोपरि |धर्मों रक्षति रक्षित:🚩,"भारत, India",89,107,15043,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
528,lifeofRam,"Proud Indian, Proud Hindu, Volunteer for Conscious Planet #SaveSoil",Bharath,262,133,13827,310,"The horrible conditions at Tihar Jail which is administered by @ArvindKejriwal Govt. This is Satyendra Jain, a Minister in Team Kejri, having a harrowing time in his Tihar Jail cell. #AAP ka ‘Delhi Model’ for doubters.
https://t.co/NnXT1LS3Fw",[]
529,KhaitanCk,IAS (Retired) BORN TO EXPRESS. I retired from Government Service but not Public Service. 💕Love ❤️ Family,,80,3430,1652,0,@AmexIndia lounge at Delhi terminal 3 refused to give “Coffee To Go” today. This is first time refusal and hope that it is last time. May be effect of outsourcing by Amex. @NDTV @ANI @timesofindia @IndiaToday,[]
530,MenjasT,,,10,1,1071,35,"National Integration Tour consisting of 25 students of Padum Town, #Ladakh reached New Delhi. Students interacted with GOC Delhi Area &amp; @IamAnupK, former Capt Indian Kabbadi team &amp; visited Nehru Planetarium, Lotus Temple, Qutub Minar, Red Fort, India Gate, NWM and Parliament https://t.co/ogB80OHyuE",['Ladakh']
531,SirAdilMallick,,Doha Qatar ,984,822,161879,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
532,ankur89joshi,,"राजस्थान, भारत",25,4,3313,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
533,neelamrr1974,,india ,299,976,228891,310,"The horrible conditions at Tihar Jail which is administered by @ArvindKejriwal Govt. This is Satyendra Jain, a Minister in Team Kejri, having a harrowing time in his Tihar Jail cell. #AAP ka ‘Delhi Model’ for doubters.
https://t.co/NnXT1LS3Fw",[]
534,HemalPala,,,623,75,37130,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
535,AdityaR15775283,Finance | Technology | Politics | Philosophy | Economics | Nationalist,,233,17,4849,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
536,AnkurSh74286738,Jai Shree Ram,भारत ,177,226,4997,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
537,Prawalrai1,"समर्थ भारत, सशक्त भारत, विकसित भारत।","नगसर, ग़ाज़ीपुर (उत्तर प्रदेश)",633,642,103376,90,Joint press conference by Shri @adeshguptabjp and Shri @gauravbh in New Delhi.  https://t.co/YkeGmcdcAQ,[]
538,surajshukla2345,"computer engineer..,always with INDIAN team🇮🇳✌🏻️✌🏻️ ‎⎊ ‎⎊ ‎⎊","Ahmadabad City, India",137,106,815,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
539,devnetjobsindia,"Indian NGO, UN, Aid, International Development jobs. Health, Environment, Media, Social, Rural, Communication, Policy, Research, Education and Human Rights jobs",,1,39119,78051,0,"Admin and Finance Officer: Solidarity and Action Against The HIV Infection in India (SAATHII), Delhi https://t.co/CS00sqtk4a",[]
540,chandansingh972,,,581,91,26346,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
541,bitchard_1,OKAY,,391,603,20922,18,"BIG UPDATE 🚨 : #KartikAaryan Replaced Akshay Kumar's wax statue in Madame Tussauds museum.

( Source: Delhi Wax Refinery ) https://t.co/jajYAyDG4M",['KartikAaryan']
542,prasan_kumar,,"chennai,India",384,261,121000,83,"Supreme Court judges, Delhi HC judges, and Allahabad HC judges should learn a thing or two from Chief Justice of Gauhati HC. None of these judges had a strong statement to make, much less a written observation, when houses of poor folks were being bulldozed by the State. https://t.co/j5k2pnSU9Q",[]
543,ManojKu01760703,जय श्री राम,"बुलंदशहर , भारत",3363,1605,123884,29,"Jail Minister Satyendra Jain getting foot massage in Tihar Jail, which is governed by Delhi government.

Arvind Kejriwal changed politics completely. https://t.co/W5xK9eUqOK",[]
544,Puneetvizh,"B Tech.Follow Stock Market.Likes Books,Music,Western Classic Movies .",,1599,6134,354122,0,"Delhi Court Denies Bail to AAP Leader Satyendar Jain, Says He 'Concealed Proceeds of Crime' https://t.co/3DRKnDHkws",[]
545,RRnaidu0761,,,1714,434,90873,629,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
546,sansing740818,🙏🙏*ॐ सर्व मंगल मांगल्ये शिवे सर्वार्थ साधिके शरण्ये त्रयंबके गौरी नारायणी नमोस्तुते*॥🙏🙏,"Bangalore, India",2322,1571,104409,3,"Video footage of former Delhi health minister #SatyendarJain getting massage inside Tihar jail number 7 has surfaced.

https://t.co/EPv3JTa2uc",['SatyendarJain']
547,varuntankk,destined 4 greatness,,235,125,4886,134,"A guy in Delhi told me he carries a wheel lock with him and whenever he parks in No Parking area, he puts that lock. The traffic police ppl think one of their guys already did it and others don't park around him thinking they also might get challaned 😁😁",[]
548,MozRpf,,,4,0,155,29,"""Do not pull the Alarm Chain without reasonable &amp; sufficient cause, it's punishable under Railway Act""
Under #OperationJanJagran, an awareness program was organized by #RPF at Delhi Cantt Railway Station &amp; passengers were sensitised about Alarm Chain Pulling. 
@RPF_INDIA @rpfnr_ https://t.co/yQVpfNTflx",[]
549,Aryanyadav17,,INDIA,88,389,71441,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
550,Vkp97378098,student,,453,71,2384,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
551,Rajesh06390352,life is ???,,702,382,33437,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
552,ani_digital,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/QrqluPvffc",India,0,361585,78437,4,"Satyender Jain enjoying ‘Mazaa’ instead of ‘Sazaa’, says BJP after “massage video” emerges from Tihar

Read @ANI Story | https://t.co/juagCDyAgk
#TiharJail #SatyendarJain #AAP #BJP #massage https://t.co/O1JR2rNioW","['TiharJail', 'SatyendarJain', 'AAP', 'BJP', 'massage']"
553,mrmurugan,தியாகத்தின் அடையாளம் காவியாம் நான் காவி என்பதில் பெருமை கொள்வேன்,"Madurai North, India",369,206,15871,3932,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
554,lakshmikumr,,,22,1,196,1410,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
